State,Year,RICE_YIELD_Kg_per_ha,WHEAT_YIELD_Kg_per_ha,KHARIF_SORGHUM_YIELD_Kg_per_ha,RABI_SORGHUM_YIELD_Kg_per_ha,SORGHUM_YIELD_Kg_per_ha,PEARL_MILLET_YIELD_Kg_per_ha,MAIZE_YIELD_Kg_per_ha,FINGER_MILLET_YIELD_Kg_per_ha,BARLEY_YIELD_Kg_per_ha,CHICKPEA_YIELD_Kg_per_ha,PIGEONPEA_YIELD_Kg_per_ha,MINOR_PULSES_YIELD_Kg_per_ha,GROUNDNUT_YIELD_Kg_per_ha,SESAMUM_YIELD_Kg_per_ha,RAPESEED_AND_MUSTARD_YIELD_Kg_per_ha,SAFFLOWER_YIELD_Kg_per_ha,CASTOR_YIELD_Kg_per_ha,LINSEED_YIELD_Kg_per_ha,SUNFLOWER_YIELD_Kg_per_ha,SOYABEAN_YIELD_Kg_per_ha,OILSEEDS_YIELD_Kg_per_ha,SUGARCANE_YIELD_Kg_per_ha,COTTON_YIELD_Kg_per_ha
Jharkhand,1982,379.23,729.37,0.0,0.0,0.0,0.0,725.63,365.93,365.9,331.45,616.14,393.3,739.39,357.27,337.16,-1.0,0.0,0.0,0.0,0.0,-1.0,2055.84,0.0
Jharkhand,1982,540.77,1184.31,0.0,0.0,0.0,0.0,943.03,521.97,370.37,1137.93,1065.36,401.55,739.0,347.83,338.89,0.0,0.0,0.0,0.0,0.0,-1.0,2714.29,0.0
Jharkhand,1982,482.39,729.41,0.0,0.0,0.0,0.0,1194.96,510.64,0.0,626.02,792.68,388.32,500.0,352.94,333.33,0.0,0.0,0.0,0.0,0.0,-1.0,2500.0,0.0
Jharkhand,1983,1061.26,1595.09,0.0,0.0,0.0,0.0,1222.39,691.36,725.17,1115.67,494.62,540.23,1000.0,304.35,442.97,-1.0,0.0,0.0,0.0,0.0,451.9,2948.72,0.0
Jharkhand,1983,1292.62,1183.61,0.0,0.0,0.0,0.0,1290.93,706.64,939.02,800.0,1144.8,362.03,446.81,730.0,717.28,-1.0,0.0,0.0,0.0,333.33,559.36,4163.79,0.0
Jharkhand,1983,1034.37,1428.57,0.0,0.0,0.0,0.0,932.04,704.23,0.0,777.78,1000.0,350.65,0.0,1000.0,800.0,0.0,0.0,0.0,0.0,0.0,578.95,5000.0,0.0
Jharkhand,1983,659.02,827.86,0.0,0.0,0.0,0.0,628.63,433.77,472.82,402.08,721.66,493.89,1102.41,506.99,423.57,0.0,0.0,0.0,0.0,1000.0,492.64,2724.72,0.0
Jharkhand,1983,824.08,816.1,0.0,0.0,0.0,0.0,671.17,728.51,473.68,620.42,745.36,419.44,1106.11,509.43,419.16,0.0,0.0,0.0,0.0,600.0,339.76,3000.0,0.0
Jharkhand,1983,1005.63,887.32,0.0,0.0,0.0,0.0,601.82,714.29,0.0,802.26,732.67,505.47,1000.0,516.13,428.57,0.0,0.0,0.0,0.0,333.33,431.82,2500.0,0.0
Jharkhand,1984,1097.25,1489.6,0.0,0.0,0.0,0.0,873.68,783.07,454.27,503.94,890.97,458.96,1000.0,363.64,291.74,-1.0,0.0,0.0,0.0,0.0,415.46,3333.33,0.0
Jharkhand,1984,993.0,1592.08,0.0,0.0,0.0,0.0,782.98,475.81,704.7,471.15,849.32,545.85,1018.52,370.37,461.04,-1.0,0.0,0.0,0.0,0.0,480.75,2868.53,0.0
Jharkhand,1984,1046.66,1818.18,0.0,0.0,0.0,0.0,761.64,470.59,0.0,444.44,1000.0,537.82,1000.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,466.67,3000.0,0.0
Jharkhand,1984,705.75,891.98,0.0,0.0,0.0,0.0,215.05,781.98,468.69,458.18,844.97,482.7,1110.39,368.92,350.5,0.0,0.0,0.0,0.0,0.0,424.82,3934.43,0.0
Jharkhand,1984,758.55,793.1,0.0,0.0,0.0,0.0,489.93,784.0,461.54,272.73,517.24,402.86,1105.44,365.38,347.83,-1.0,0.0,0.0,0.0,0.0,472.94,4285.71,0.0
Jharkhand,1984,964.42,792.63,0.0,0.0,0.0,0.0,160.18,786.41,0.0,594.41,742.42,462.32,1000.0,352.94,347.83,0.0,0.0,0.0,0.0,0.0,450.4,4000.0,0.0
Jharkhand,1985,1135.71,1381.35,0.0,0.0,0.0,0.0,961.2,774.57,602.46,625.8,860.12,539.73,750.0,631.58,534.71,0.0,0.0,0.0,0.0,0.0,439.52,3043.48,0.0
Jharkhand,1985,1017.96,1532.27,0.0,0.0,0.0,0.0,1065.01,889.32,789.12,852.74,608.37,362.69,535.71,250.0,575.38,-1.0,0.0,0.0,0.0,0.0,439.65,2276.79,0.0
Jharkhand,1985,1045.73,1424.24,0.0,0.0,0.0,0.0,1081.57,885.42,0.0,833.33,666.67,379.56,0.0,200.0,500.0,0.0,0.0,0.0,0.0,0.0,333.33,0.0,0.0
Jharkhand,1985,732.26,732.46,0.0,0.0,0.0,0.0,822.4,647.23,542.71,479.97,526.57,599.37,910.45,367.68,223.47,0.0,0.0,0.0,0.0,0.0,411.43,2352.94,0.0
Jharkhand,1985,691.94,933.51,0.0,0.0,0.0,0.0,1058.91,718.29,552.63,401.64,794.22,439.56,912.73,361.7,227.27,0.0,0.0,0.0,0.0,0.0,425.33,3333.33,0.0
Jharkhand,1985,1057.18,774.77,0.0,0.0,0.0,0.0,937.75,707.07,0.0,683.23,604.94,751.2,1000.0,350.0,241.38,0.0,0.0,0.0,0.0,0.0,509.93,3333.33,0.0
Jharkhand,1986,1017.23,1240.02,0.0,0.0,0.0,0.0,815.67,618.78,765.82,668.38,693.6,617.6,2000.0,450.0,363.94,-1.0,0.0,0.0,0.0,500.0,412.18,3125.0,0.0
Jharkhand,1986,950.12,1206.9,0.0,0.0,0.0,0.0,600.66,635.19,470.24,557.86,1373.67,263.54,476.19,280.0,533.33,-1.0,0.0,0.0,0.0,0.0,418.43,2027.65,0.0
Jharkhand,1986,795.64,1322.03,0.0,0.0,0.0,0.0,742.86,641.79,0.0,571.43,3000.0,345.68,0.0,333.33,1000.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
Jharkhand,1986,1067.26,1522.56,0.0,0.0,0.0,0.0,938.75,717.58,609.91,883.19,1069.68,642.32,972.22,460.47,400.65,-1.0,0.0,0.0,0.0,0.0,463.2,2229.3,0.0
Jharkhand,1986,652.04,1187.56,0.0,0.0,0.0,0.0,1125.27,476.34,571.43,487.8,1004.57,629.59,979.45,437.5,397.66,0.0,0.0,0.0,0.0,500.0,436.39,3333.33,0.0
Jharkhand,1986,833.19,1052.36,0.0,0.0,0.0,0.0,968.94,494.51,1000.0,497.21,1055.56,564.5,1000.0,461.54,384.62,0.0,0.0,0.0,0.0,473.68,530.04,0.0,0.0
Jharkhand,1987,1036.08,1452.68,0.0,0.0,0.0,0.0,758.64,506.25,642.51,928.67,801.92,-1.0,1000.0,173.91,348.79,-1.0,0.0,0.0,0.0,0.0,-1.0,3125.0,0.0
Jharkhand,1987,1039.99,1338.49,0.0,0.0,0.0,0.0,716.31,631.45,343.02,755.91,1205.43,-1.0,928.57,344.83,595.35,0.0,0.0,0.0,0.0,0.0,-1.0,2027.65,0.0
Jharkhand,1987,760.71,1304.35,0.0,0.0,0.0,0.0,548.1,640.63,0.0,777.78,2000.0,-1.0,0.0,333.33,1000.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
Jharkhand,1987,728.98,972.1,0.0,0.0,0.0,0.0,703.85,920.45,598.97,628.1,1196.29,-1.0,1664.29,366.27,560.0,0.0,0.0,0.0,0.0,0.0,-1.0,2229.3,0.0
Jharkhand,1987,659.7,1154.39,0.0,0.0,0.0,0.0,950.32,536.68,600.0,494.87,1025.93,-1.0,595.24,400.0,562.91,0.0,0.0,0.0,0.0,0.0,-1.0,3333.33,0.0
Jharkhand,1987,812.33,944.83,0.0,0.0,0.0,0.0,290.66,555.56,500.0,420.0,1141.3,-1.0,1000.0,647.06,566.67,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
Jharkhand,1988,1208.14,1312.76,0.0,0.0,0.0,666.67,927.26,625.0,527.03,701.13,987.73,-1.0,1000.0,222.22,591.4,0.0,0.0,0.0,0.0,0.0,-1.0,4125.0,0.0
Jharkhand,1988,973.19,1483.47,0.0,0.0,0.0,691.45,775.09,651.85,408.76,427.48,1083.33,-1.0,1000.0,402.44,400.0,0.0,0.0,0.0,0.0,0.0,-1.0,2320.57,0.0
Jharkhand,1988,1015.45,1533.33,0.0,0.0,0.0,687.5,711.54,655.17,0.0,500.0,1000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,4000.0,0.0
Jharkhand,1988,527.79,675.3,0.0,0.0,0.0,352.94,630.73,461.77,387.4,419.79,720.34,-1.0,1015.75,229.75,586.85,0.0,0.0,0.0,0.0,0.0,-1.0,2455.09,0.0
Jharkhand,1988,754.57,917.09,0.0,0.0,0.0,632.81,1181.91,460.95,380.95,659.57,721.92,-1.0,1014.29,408.16,298.51,0.0,0.0,0.0,0.0,0.0,-1.0,2333.33,0.0
Jharkhand,1988,960.21,693.33,0.0,0.0,0.0,693.33,555.93,464.79,333.33,342.47,727.27,-1.0,0.0,266.67,571.43,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
Jharkhand,1989,1192.55,1513.79,0.0,0.0,0.0,491.35,1107.48,765.43,973.82,763.07,1382.98,-1.0,1055.56,312.5,433.93,0.0,0.0,0.0,0.0,0.0,-1.0,4454.55,0.0
Jharkhand,1989,1034.6,1289.03,0.0,0.0,0.0,590.7,1580.52,497.66,702.29,464.41,1012.7,-1.0,1052.63,272.73,303.66,0.0,0.0,0.0,0.0,0.0,-1.0,3083.33,0.0
Jharkhand,1989,940.61,869.57,0.0,0.0,0.0,600.0,1458.69,492.75,0.0,500.0,1000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
Jharkhand,1989,647.57,933.27,0.0,0.0,0.0,391.3,975.81,461.77,586.79,626.28,1004.0,-1.0,1025.42,253.75,507.87,0.0,0.0,0.0,0.0,0.0,-1.0,2304.88,500.0
Jharkhand,1989,839.28,1330.99,0.0,0.0,0.0,375.0,1248.67,840.03,625.0,879.25,913.73,-1.0,1024.13,272.73,1064.81,0.0,0.0,0.0,0.0,0.0,-1.0,2500.0,0.0
Jharkhand,1989,1070.32,1000.0,0.0,0.0,0.0,367.92,2118.47,819.67,0.0,584.42,984.85,-1.0,0.0,230.77,625.0,0.0,0.0,0.0,0.0,0.0,-1.0,3000.0,0.0
Jharkhand,1990,1169.99,1504.37,500.0,0.0,500.0,495.54,1114.31,909.77,1021.46,844.77,1853.24,0.0,0.0,352.94,665.43,0.0,0.0,510.2,0.0,0.0,0.0,4714.29,0.0
Jharkhand,1990,1081.93,1381.64,571.43,0.0,571.43,545.14,808.0,889.57,605.63,649.35,973.91,0.0,0.0,304.35,424.71,0.0,666.67,338.98,0.0,0.0,0.0,3000.0,0.0
Jharkhand,1990,1051.27,1576.92,0.0,0.0,0.0,500.0,619.21,895.83,666.67,222.22,1000.0,0.0,0.0,333.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,1990,964.73,1030.39,400.0,0.0,400.0,419.35,345.22,478.55,650.11,694.71,957.97,0.0,0.0,270.91,373.46,0.0,0.0,498.28,0.0,0.0,0.0,2147.89,500.0
Jharkhand,1990,949.73,1416.86,375.0,0.0,375.0,423.08,981.25,969.34,666.67,743.77,1468.31,0.0,0.0,106.38,377.95,0.0,0.0,485.71,0.0,0.0,0.0,3000.0,0.0
Jharkhand,1990,973.61,929.29,400.0,0.0,400.0,432.69,1581.4,937.5,0.0,373.33,1129.03,0.0,0.0,428.57,454.55,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,1991,725.98,1507.56,500.0,0.0,500.0,416.67,1265.16,782.95,697.58,791.01,1288.19,0.0,0.0,200.0,975.33,0.0,0.0,281.25,0.0,0.0,0.0,4411.76,0.0
Jharkhand,1991,772.68,1469.98,466.67,0.0,466.67,519.61,1084.53,627.83,723.4,681.97,804.69,0.0,0.0,301.59,432.29,0.0,1000.0,478.26,0.0,0.0,0.0,3596.06,0.0
Jharkhand,1991,749.59,967.74,0.0,0.0,0.0,500.0,924.73,619.05,0.0,714.29,800.0,0.0,0.0,0.0,333.33,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0
Jharkhand,1991,511.11,990.31,463.41,0.0,463.41,421.05,540.64,391.46,732.39,737.19,1304.19,0.0,0.0,254.19,735.67,0.0,0.0,493.88,0.0,0.0,0.0,335.77,0.0
Jharkhand,1991,680.76,1317.48,400.0,0.0,400.0,303.92,1273.72,828.28,750.0,760.3,1254.21,0.0,0.0,250.0,728.68,0.0,0.0,481.48,0.0,0.0,0.0,3000.0,0.0
Jharkhand,1991,740.35,1170.21,434.78,0.0,434.78,270.59,1324.38,831.58,0.0,854.84,1283.78,0.0,0.0,333.33,750.0,0.0,0.0,496.27,0.0,0.0,0.0,2333.33,0.0
Jharkhand,1992,1034.65,1407.6,1000.0,0.0,1000.0,521.51,1166.86,729.51,689.52,679.51,990.26,0.0,0.0,241.38,707.87,0.0,0.0,422.16,0.0,0.0,0.0,4500.0,0.0
Jharkhand,1992,503.83,1250.61,500.0,0.0,500.0,517.77,1063.42,997.82,591.4,503.27,786.21,0.0,0.0,304.53,250.65,0.0,0.0,447.37,0.0,0.0,0.0,2865.77,0.0
Jharkhand,1992,769.27,1103.95,0.0,0.0,0.0,525.04,1327.64,1000.0,0.0,375.35,733.47,0.0,0.0,357.76,364.38,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,0.0
Jharkhand,1992,314.9,179.2,590.91,0.0,590.91,375.0,66.67,253.91,96.77,31.6,51.42,0.0,0.0,313.93,73.77,0.0,0.0,423.73,0.0,0.0,0.0,272.06,0.0
Jharkhand,1992,565.89,1135.01,600.0,0.0,600.0,526.32,1430.12,640.6,769.23,252.38,609.76,0.0,0.0,294.12,559.14,0.0,0.0,642.86,0.0,0.0,0.0,3800.0,0.0
Jharkhand,1992,722.4,1767.44,611.11,0.0,611.11,525.42,2955.75,1455.45,1000.0,1631.58,1661.29,0.0,0.0,375.0,571.43,0.0,0.0,617.19,0.0,0.0,0.0,2500.0,0.0
Jharkhand,1993,1233.6,1522.67,500.0,0.0,500.0,586.39,1346.05,694.03,719.78,1025.93,852.11,0.0,0.0,214.29,597.59,0.0,0.0,456.9,0.0,0.0,0.0,3555.56,0.0
Jharkhand,1993,698.23,1430.0,500.0,0.0,500.0,577.87,1066.08,555.33,595.51,796.49,880.71,0.0,0.0,289.46,531.18,0.0,0.0,465.52,0.0,0.0,0.0,4563.54,0.0
Jharkhand,1993,812.16,1970.37,0.0,0.0,0.0,563.47,936.3,553.36,0.0,839.95,1082.71,0.0,0.0,181.32,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,1993,981.37,1118.56,591.3,0.0,591.3,555.56,83.5,331.73,802.88,45.98,29.92,0.0,0.0,188.5,448.53,0.0,600.0,455.62,0.0,0.0,0.0,23.53,0.0
Jharkhand,1993,838.57,1427.17,666.67,0.0,666.67,570.0,2018.5,728.6,1000.0,736.61,934.92,0.0,0.0,705.88,720.43,0.0,0.0,714.29,0.0,0.0,0.0,3142.86,0.0
Jharkhand,1993,1155.32,1410.96,625.0,0.0,625.0,584.91,4512.76,231.58,0.0,1444.44,1141.03,0.0,0.0,777.78,705.88,0.0,0.0,733.97,0.0,0.0,0.0,0.0,0.0
Jharkhand,1994,1308.85,1625.24,500.0,0.0,500.0,593.75,1497.71,714.29,608.7,766.67,753.49,0.0,1000.0,230.77,555.56,0.0,0.0,510.55,0.0,0.0,0.0,4500.0,0.0
Jharkhand,1994,1155.55,1603.43,374.53,0.0,374.53,588.43,1188.78,880.38,986.67,842.04,1033.87,0.0,1000.0,349.46,504.15,0.0,0.0,500.0,0.0,0.0,0.0,3073.45,0.0
Jharkhand,1994,1220.09,1535.56,0.0,0.0,0.0,588.94,960.11,871.49,0.0,814.73,1035.28,0.0,1000.0,165.83,801.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,1994,914.72,1305.41,582.42,0.0,582.42,372.09,932.54,458.33,928.34,1155.75,1105.71,0.0,1020.2,264.39,625.0,0.0,0.0,665.47,0.0,0.0,0.0,3840.43,0.0
Jharkhand,1994,1057.5,1696.54,571.43,0.0,571.43,600.0,1155.96,668.42,1000.0,737.56,1190.71,0.0,1012.46,292.68,551.4,0.0,0.0,642.86,0.0,0.0,0.0,3500.0,333.33
Jharkhand,1994,1182.38,1442.86,600.0,0.0,600.0,586.21,1037.5,670.0,0.0,750.0,871.43,0.0,0.0,400.0,600.0,0.0,0.0,791.04,0.0,0.0,0.0,3000.0,0.0
Jharkhand,1997,1414.29,1747.98,0.0,0.0,0.0,0.0,1521.66,877.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,1997,1205.41,1661.67,0.0,0.0,0.0,0.0,1021.19,991.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,1997,1184.05,1343.12,0.0,0.0,0.0,0.0,955.56,992.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,1997,841.32,1255.77,0.0,0.0,0.0,0.0,914.26,286.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,1997,1020.93,1891.03,0.0,0.0,0.0,0.0,904.06,878.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,1997,1162.27,1442.62,0.0,0.0,0.0,0.0,964.7,878.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,1998,0.0,0.0,0.0,0.0,0.0,0.0,1547.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,1998,0.0,0.0,0.0,0.0,0.0,0.0,1362.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,1998,0.0,0.0,0.0,0.0,0.0,0.0,1026.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,1998,0.0,0.0,0.0,0.0,0.0,0.0,892.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,1998,0.0,0.0,0.0,0.0,0.0,0.0,1595.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,1998,0.0,0.0,0.0,0.0,0.0,0.0,1387.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,1999,980.75,0.0,0.0,0.0,0.0,0.0,1654.52,971.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4230.77,0.0
Jharkhand,1999,990.33,0.0,0.0,0.0,0.0,0.0,1432.04,786.85,0.0,0.0,0.0,883.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675.32,3220.07,0.0
Jharkhand,1999,968.66,0.0,0.0,0.0,0.0,0.0,886.01,791.65,0.0,0.0,0.0,1032.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675.32,3000.0,0.0
Jharkhand,1999,736.38,0.0,0.0,0.0,0.0,0.0,1065.31,737.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4181.82,0.0
Jharkhand,1999,780.04,0.0,0.0,0.0,0.0,0.0,1345.09,998.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0
Jharkhand,1999,829.85,0.0,0.0,0.0,0.0,0.0,1569.49,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,2000,1646.68,2015.12,0.0,0.0,0.0,0.0,1571.03,0.0,0.0,856.19,751.82,547.88,818.18,333.33,748.39,333.33,0.0,0.0,500.0,0.0,734.97,0.0,0.0
Jharkhand,2000,1559.29,1685.5,0.0,0.0,0.0,0.0,1541.34,0.0,0.0,967.6,661.59,0.0,0.0,0.0,496.54,0.0,0.0,0.0,0.0,0.0,496.54,0.0,0.0
Jharkhand,2000,1399.73,1652.85,0.0,0.0,0.0,0.0,1448.47,0.0,0.0,791.68,487.63,0.0,0.0,0.0,706.95,0.0,0.0,0.0,0.0,0.0,706.95,0.0,0.0
Jharkhand,2000,1637.99,1189.69,0.0,0.0,0.0,0.0,1740.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,2000,1326.06,1877.91,0.0,0.0,0.0,0.0,1614.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,2000,1738.82,1442.62,0.0,0.0,0.0,0.0,1669.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,2001,2152.44,2095.02,0.0,0.0,0.0,0.0,1787.41,0.0,0.0,894.56,0.0,0.0,933.33,375.0,705.24,333.33,0.0,0.0,727.27,0.0,691.33,0.0,0.0
Jharkhand,2001,1905.31,1799.07,0.0,0.0,0.0,0.0,1331.82,0.0,0.0,975.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,2001,1387.09,1534.16,0.0,0.0,0.0,0.0,1262.02,0.0,0.0,796.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,2001,1839.25,1306.75,0.0,0.0,0.0,0.0,1166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,2001,1750.86,1866.06,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1457.1,0.0,0.0,0.0,0.0,0.0,719.75,0.0,0.0
Jharkhand,2001,1698.84,1685.64,0.0,0.0,0.0,0.0,1138.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,2002,1984.71,1453.06,0.0,0.0,0.0,0.0,1406.88,0.0,0.0,1151.52,1703.7,918.37,0.0,0.0,804.02,0.0,0.0,0.0,0.0,0.0,804.02,0.0,0.0
Jharkhand,2002,1508.83,1511.19,0.0,0.0,0.0,0.0,1041.92,671.9,0.0,842.59,2100.0,0.0,0.0,0.0,833.33,0.0,0.0,0.0,0.0,0.0,833.33,0.0,0.0
Jharkhand,2002,1392.56,1332.38,0.0,0.0,0.0,0.0,1004.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,2002,1076.91,1125.48,0.0,0.0,0.0,0.0,1152.17,959.46,0.0,802.96,1514.15,532.11,0.0,0.0,732.95,0.0,0.0,0.0,0.0,0.0,732.95,0.0,0.0
Jharkhand,2002,1052.71,1397.0,0.0,0.0,0.0,0.0,1122.45,1406.64,0.0,692.77,1825.55,0.0,0.0,0.0,685.19,0.0,0.0,0.0,0.0,0.0,685.19,0.0,0.0
Jharkhand,2002,1258.14,0.0,0.0,0.0,0.0,0.0,819.67,0.0,0.0,818.18,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,2003,1679.99,1519.37,0.0,0.0,0.0,0.0,1348.51,0.0,1190.48,1042.4,1604.94,977.38,0.0,0.0,827.96,0.0,0.0,0.0,0.0,0.0,827.96,0.0,0.0
Jharkhand,2003,1601.55,1304.53,0.0,0.0,0.0,0.0,1392.11,721.72,1000.0,948.94,1747.97,0.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,750.0,294.12,0.0
Jharkhand,2003,2039.11,1055.54,0.0,0.0,0.0,0.0,1146.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,2003,1056.47,1078.75,0.0,0.0,0.0,0.0,1856.85,0.0,787.17,737.46,1294.25,1363.26,0.0,0.0,685.71,0.0,0.0,0.0,0.0,0.0,685.71,0.0,0.0
Jharkhand,2003,1186.79,1544.86,0.0,0.0,0.0,0.0,1501.28,679.52,0.0,1025.64,1635.44,0.0,0.0,0.0,1112.9,0.0,0.0,0.0,0.0,0.0,1112.9,0.0,0.0
Jharkhand,2003,1188.19,1348.48,0.0,0.0,0.0,0.0,1168.44,0.0,0.0,695.65,925.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,2004,1894.3,1692.73,0.0,0.0,0.0,0.0,1939.31,0.0,0.0,1011.49,1647.58,642.86,0.0,0.0,1156.93,0.0,0.0,0.0,0.0,0.0,1156.93,0.0,0.0
Jharkhand,2004,1038.12,1212.09,0.0,0.0,0.0,0.0,1337.76,661.02,0.0,798.15,1490.99,0.0,0.0,0.0,797.26,0.0,0.0,0.0,0.0,0.0,797.26,2592.59,0.0
Jharkhand,2004,1561.38,1112.76,0.0,0.0,0.0,0.0,1206.7,0.0,0.0,869.91,0.0,0.0,0.0,0.0,875.0,0.0,0.0,0.0,0.0,0.0,875.0,0.0,0.0
Jharkhand,2004,672.45,813.85,0.0,0.0,0.0,0.0,1246.08,396.55,608.11,712.46,1490.67,588.24,0.0,0.0,789.95,0.0,0.0,0.0,0.0,0.0,789.95,0.0,0.0
Jharkhand,2004,1367.69,1299.71,0.0,0.0,0.0,0.0,1187.9,854.62,0.0,659.42,1393.39,0.0,0.0,0.0,1111.11,0.0,0.0,0.0,0.0,0.0,1111.11,0.0,0.0
Jharkhand,2004,1318.6,1240.74,0.0,0.0,0.0,0.0,1474.82,0.0,0.0,804.88,1333.33,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
Jharkhand,2005,1134.76,1200.94,0.0,0.0,0.0,0.0,1085.07,0.0,0.0,796.24,1324.74,600.0,0.0,0.0,717.47,0.0,0.0,0.0,0.0,0.0,717.47,0.0,0.0
Jharkhand,2005,701.5,1110.03,0.0,0.0,0.0,0.0,1009.82,853.79,0.0,746.1,1047.95,0.0,0.0,0.0,570.32,0.0,0.0,0.0,0.0,0.0,570.32,384.62,0.0
Jharkhand,2005,1023.86,649.33,0.0,0.0,0.0,0.0,977.36,0.0,0.0,666.67,0.0,0.0,0.0,0.0,333.33,0.0,0.0,0.0,0.0,0.0,333.33,0.0,0.0
Jharkhand,2005,301.38,691.0,0.0,0.0,0.0,0.0,964.48,586.96,0.0,588.98,1241.69,407.61,0.0,0.0,602.87,0.0,0.0,0.0,0.0,0.0,602.87,0.0,0.0
