State,Year,RICE_YIELD_Kg_per_ha,WHEAT_YIELD_Kg_per_ha,KHARIF_SORGHUM_YIELD_Kg_per_ha,RABI_SORGHUM_YIELD_Kg_per_ha,SORGHUM_YIELD_Kg_per_ha,PEARL_MILLET_YIELD_Kg_per_ha,MAIZE_YIELD_Kg_per_ha,FINGER_MILLET_YIELD_Kg_per_ha,BARLEY_YIELD_Kg_per_ha,CHICKPEA_YIELD_Kg_per_ha,PIGEONPEA_YIELD_Kg_per_ha,MINOR_PULSES_YIELD_Kg_per_ha,GROUNDNUT_YIELD_Kg_per_ha,SESAMUM_YIELD_Kg_per_ha,RAPESEED_AND_MUSTARD_YIELD_Kg_per_ha,SAFFLOWER_YIELD_Kg_per_ha,CASTOR_YIELD_Kg_per_ha,LINSEED_YIELD_Kg_per_ha,SUNFLOWER_YIELD_Kg_per_ha,SOYABEAN_YIELD_Kg_per_ha,OILSEEDS_YIELD_Kg_per_ha,SUGARCANE_YIELD_Kg_per_ha,COTTON_YIELD_Kg_per_ha
Uttar Pradesh,2011,2222.86,3297.05,0.0,0.0,0.0,0.0,1420.07,0.0,1814.81,1000.0,0.0,579.46,1246.81,222.22,916.67,0.0,0.0,0.0,2000.0,0.0,1180.29,5819.35,0.0
Uttar Pradesh,2011,2347.63,3931.74,0.0,0.0,0.0,0.0,1375.0,0.0,2666.67,1000.0,833.33,631.1,0.0,500.0,1020.67,0.0,0.0,0.0,0.0,0.0,1012.82,6547.5,333.33
Uttar Pradesh,2011,2547.97,4231.74,1000.0,0.0,1000.0,1552.92,2111.04,0.0,3820.28,1000.0,742.65,756.6,0.0,0.0,1193.27,0.0,0.0,0.0,1500.0,0.0,1192.19,6438.09,250.0
Uttar Pradesh,2011,2403.27,4208.99,902.15,0.0,902.15,1844.36,2204.5,0.0,3289.63,1333.33,855.02,707.68,0.0,0.0,1194.23,0.0,0.0,0.0,2000.0,0.0,1192.56,6001.97,0.0
Uttar Pradesh,2011,2165.82,3654.98,0.0,0.0,0.0,1901.38,2031.4,0.0,3505.5,1000.0,747.95,1036.54,1000.0,230.77,1355.58,0.0,0.0,0.0,1857.14,0.0,1349.5,6044.74,172.41
Uttar Pradesh,2011,2262.18,3687.67,1000.0,0.0,1000.0,1362.36,2473.68,0.0,3231.31,2000.0,836.54,710.0,0.0,219.51,1702.65,0.0,0.0,0.0,0.0,0.0,1689.1,4720.93,276.42
Uttar Pradesh,2011,2695.22,3891.52,885.29,0.0,885.29,2119.62,2738.97,0.0,3231.59,1522.15,840.15,1196.15,937.27,223.22,1695.5,0.0,0.0,0.0,1833.33,0.0,1627.03,4804.94,282.97
Uttar Pradesh,2011,2582.8,3694.18,914.08,0.0,914.08,2265.72,2566.89,0.0,3228.74,1516.35,834.74,1252.92,988.98,223.32,1567.36,0.0,0.0,0.0,1866.94,0.0,1377.24,4773.76,0.0
Uttar Pradesh,2011,2553.4,3562.55,1000.0,0.0,1000.0,2606.92,2510.71,0.0,3506.37,1184.62,1023.53,1187.76,977.78,223.3,1694.3,0.0,0.0,0.0,1000.0,0.0,1604.61,5648.0,0.0
Uttar Pradesh,2011,2509.67,3259.95,909.09,0.0,909.09,1504.25,1826.09,0.0,2625.0,1000.0,1119.66,1071.28,1358.49,160.26,810.04,0.0,0.0,0.0,1000.0,0.0,710.51,5763.69,0.0
Uttar Pradesh,2011,2153.34,3518.34,826.79,0.0,826.79,1649.16,1934.97,0.0,2452.38,1135.5,1000.0,1048.57,1366.54,165.25,1313.73,0.0,0.0,0.0,0.0,0.0,1215.13,6136.77,0.0
Uttar Pradesh,2011,2074.95,3179.51,270.45,0.0,270.45,1371.13,1678.83,0.0,2904.32,1000.0,787.88,925.11,1000.0,209.7,1173.99,0.0,0.0,0.0,0.0,0.0,1120.85,5900.04,0.0
Uttar Pradesh,2011,2604.0,3861.39,912.28,0.0,912.28,1224.93,1388.89,0.0,2923.08,1142.86,956.52,772.94,1135.51,108.88,870.79,0.0,0.0,0.0,0.0,1000.0,663.01,5916.67,0.0
Uttar Pradesh,2011,2807.03,3890.14,0.0,0.0,0.0,0.0,1838.71,0.0,0.0,0.0,1000.0,1043.19,1350.0,128.21,758.59,0.0,0.0,0.0,1717.95,1333.33,781.28,6437.58,0.0
Uttar Pradesh,2011,2185.25,3504.66,254.9,0.0,254.9,1067.57,1857.14,0.0,0.0,2000.0,1000.0,1310.23,1000.0,250.0,657.49,0.0,0.0,0.0,1750.0,0.0,653.85,5819.04,0.0
Uttar Pradesh,2011,2394.82,3204.19,0.0,0.0,0.0,0.0,0.0,0.0,2800.0,2000.0,666.67,1053.1,943.18,333.33,1119.76,0.0,0.0,0.0,0.0,0.0,1054.47,5768.9,0.0
Uttar Pradesh,2011,2627.45,3897.24,1251.26,0.0,1251.26,1445.13,2376.49,0.0,3183.49,1539.33,1395.97,883.17,990.8,260.78,1161.68,0.0,0.0,0.0,1697.37,0.0,952.7,6239.85,0.0
Uttar Pradesh,2011,2800.41,3793.12,1252.1,0.0,1252.1,1948.28,1976.01,0.0,3181.37,1637.78,1720.88,838.58,1000.0,263.47,1507.19,0.0,0.0,0.0,0.0,0.0,1437.78,5834.86,0.0
Uttar Pradesh,2011,2692.25,3742.22,1375.63,0.0,1375.63,1939.26,1428.29,0.0,2956.13,1506.24,1907.7,877.18,1000.0,261.96,1276.46,0.0,0.0,333.33,1766.67,1272.73,1167.3,5223.46,0.0
Uttar Pradesh,2011,2338.18,3274.56,1773.24,0.0,1773.24,1078.12,1000.0,0.0,1448.53,1312.59,1070.42,812.87,1000.0,266.53,966.64,0.0,0.0,461.54,1000.0,0.0,690.48,5608.41,0.0
Uttar Pradesh,2011,2525.74,2698.02,1455.86,0.0,1455.86,1095.9,1333.33,0.0,1895.1,1173.87,1063.77,981.25,985.29,250.0,955.06,0.0,0.0,425.53,0.0,0.0,639.27,5603.69,0.0
Uttar Pradesh,2011,1838.94,2893.06,1064.98,0.0,1064.98,1000.0,1132.71,0.0,2244.68,1260.89,1000.0,960.28,1026.6,365.96,711.78,0.0,0.0,428.57,0.0,1252.69,622.58,3826.09,0.0
Uttar Pradesh,2011,1849.06,3362.12,1136.76,0.0,1136.76,930.35,1000.0,0.0,2107.46,1324.68,1117.84,1523.28,1000.0,135.14,755.5,0.0,0.0,447.37,1708.33,1000.0,312.77,3939.19,0.0
Uttar Pradesh,2011,1357.14,2489.67,926.91,0.0,926.91,787.88,1000.0,0.0,2921.32,1009.31,998.63,626.37,440.75,136.63,688.46,0.0,0.0,423.14,0.0,1227.27,295.9,4823.03,0.0
Uttar Pradesh,2011,1407.15,2194.96,1131.11,0.0,1131.11,927.48,1000.0,0.0,2914.13,1099.83,1111.2,962.75,828.57,111.73,594.02,0.0,0.0,424.58,0.0,1142.86,258.66,4761.9,0.0
Uttar Pradesh,2011,2549.72,2844.21,1200.89,0.0,1200.89,1542.95,1356.95,0.0,2166.67,1210.08,850.05,1123.98,0.0,189.66,1260.87,0.0,0.0,426.47,0.0,0.0,768.6,5077.62,0.0
Uttar Pradesh,2011,2115.88,2253.62,1346.22,0.0,1346.22,1409.74,856.03,0.0,1315.52,1064.63,929.53,934.0,2215.61,183.29,481.82,0.0,0.0,502.81,0.0,0.0,589.31,5571.43,0.0
Uttar Pradesh,2011,2238.86,3187.75,1234.18,0.0,1234.18,1574.5,1455.72,0.0,1964.91,1242.91,902.68,998.49,0.0,222.22,1369.5,0.0,0.0,0.0,1500.0,0.0,1215.19,5263.05,0.0
Uttar Pradesh,2011,2286.01,2810.6,1234.27,0.0,1234.27,1542.9,1484.85,0.0,2017.12,1244.02,902.06,1209.2,833.33,0.0,1355.56,0.0,0.0,0.0,1333.33,0.0,1288.46,4592.59,0.0
Uttar Pradesh,2011,2540.43,3249.94,1226.67,0.0,1226.67,1294.74,1769.87,0.0,2756.76,1312.5,402.99,1241.31,965.52,0.0,1147.73,0.0,0.0,0.0,1500.0,1400.0,1102.56,3991.87,0.0
Uttar Pradesh,2011,2276.0,3034.04,0.0,0.0,0.0,1000.0,1227.27,0.0,2817.2,1070.18,755.51,696.05,1326.48,214.29,739.84,0.0,0.0,470.59,2000.0,0.0,957.19,5942.84,0.0
Uttar Pradesh,2011,2290.23,3064.1,1000.0,0.0,1000.0,1923.08,2018.57,0.0,2847.83,1100.0,1000.0,717.83,1113.12,200.0,937.29,0.0,0.0,0.0,0.0,0.0,957.86,5186.52,0.0
Uttar Pradesh,2011,2465.79,3201.92,0.0,0.0,0.0,2000.0,1774.95,0.0,2765.63,1175.18,738.28,1094.21,989.8,190.48,1139.04,0.0,0.0,449.66,1666.67,1200.0,1003.94,5608.2,0.0
Uttar Pradesh,2011,2275.12,2919.25,1500.0,0.0,1500.0,1285.71,1524.22,0.0,2389.53,1313.04,1060.47,1332.2,1000.0,285.71,1139.83,0.0,0.0,0.0,1666.67,0.0,1089.11,4776.27,0.0
Uttar Pradesh,2011,2008.53,2717.3,778.72,0.0,778.72,1077.78,1136.36,0.0,2315.79,1080.0,872.09,537.26,777.78,161.29,842.77,0.0,0.0,0.0,0.0,0.0,688.84,5916.67,0.0
Uttar Pradesh,2011,1777.26,3020.18,820.05,0.0,820.05,1070.92,1042.5,0.0,2318.52,1586.96,1089.15,507.53,604.9,80.3,866.82,0.0,0.0,333.33,1714.29,0.0,483.49,5987.18,0.0
Uttar Pradesh,2011,2272.94,2872.48,839.81,0.0,839.81,1233.66,1076.31,0.0,2399.58,1313.31,851.21,595.4,808.79,169.38,827.5,0.0,0.0,434.25,1232.33,0.0,663.09,5283.28,0.0
Uttar Pradesh,2011,2221.17,3159.99,882.49,0.0,882.49,941.96,731.84,0.0,2310.81,1076.09,992.65,762.71,859.26,242.58,742.56,0.0,0.0,1000.0,0.0,0.0,606.65,5649.81,0.0
Uttar Pradesh,2011,2250.6,3648.99,1210.53,0.0,1210.53,975.25,1321.83,0.0,2305.08,1083.33,875.78,709.0,904.19,181.16,959.77,0.0,0.0,1000.0,1702.13,0.0,562.26,5640.53,0.0
Uttar Pradesh,2011,2441.23,3459.7,777.78,0.0,777.78,1071.43,981.32,0.0,1447.49,1076.92,1072.38,728.23,782.77,251.95,842.46,0.0,0.0,0.0,0.0,0.0,775.76,6191.93,0.0
Uttar Pradesh,2011,2552.81,3166.21,889.73,0.0,889.73,2000.0,1276.28,0.0,2712.87,1405.59,1135.25,805.91,0.0,200.0,681.32,0.0,0.0,500.0,0.0,0.0,678.47,5875.31,0.0
Uttar Pradesh,2011,2248.19,2964.98,0.0,0.0,0.0,0.0,1094.08,0.0,2445.7,1172.41,418.24,815.68,1000.0,242.42,725.75,0.0,0.0,500.0,1500.0,0.0,719.58,5662.95,0.0
Uttar Pradesh,2011,2088.44,3038.78,1117.65,0.0,1117.65,2000.0,1165.58,0.0,3062.5,1212.12,486.32,832.43,988.95,222.22,659.81,0.0,0.0,500.0,0.0,0.0,680.26,6155.17,333.33
Uttar Pradesh,2011,2376.39,3060.28,841.17,0.0,841.17,1858.61,1164.86,0.0,2708.8,1362.64,1389.74,824.8,610.29,227.07,680.28,0.0,0.0,500.0,1500.0,0.0,626.1,5974.66,0.0
Uttar Pradesh,2011,2316.94,2933.39,1227.41,0.0,1227.41,761.4,1011.76,0.0,1448.0,1113.82,1163.42,711.62,0.0,242.42,950.0,0.0,0.0,0.0,0.0,0.0,775.28,5613.86,0.0
Uttar Pradesh,2011,2762.04,3503.5,1190.75,0.0,1190.75,1852.46,932.9,0.0,2905.66,1408.45,1095.24,709.5,585.37,227.27,663.94,0.0,0.0,0.0,1000.0,1333.33,657.26,5589.77,0.0
Uttar Pradesh,2012,2545.1,3251.61,0.0,0.0,0.0,0.0,1356.31,0.0,2500.0,666.67,0.0,701.1,1090.02,133.33,984.54,0.0,0.0,0.0,0.0,0.0,1064.44,6167.4,0.0
Uttar Pradesh,2012,2549.38,3690.6,0.0,0.0,0.0,0.0,1555.56,0.0,2700.0,2000.0,1000.0,705.48,0.0,0.0,1112.83,0.0,0.0,0.0,0.0,0.0,1107.69,7131.82,250.0
Uttar Pradesh,2012,2913.95,4546.2,1104.41,0.0,1104.41,2321.96,2301.83,0.0,2661.33,1000.0,955.92,760.9,0.0,0.0,1321.81,0.0,0.0,0.0,0.0,0.0,1321.81,6873.45,200.0
Uttar Pradesh,2012,2738.59,4513.63,1195.69,0.0,1195.69,1982.85,2358.34,0.0,2664.59,1333.33,992.74,769.38,1000.0,0.0,1322.35,0.0,0.0,0.0,1000.0,0.0,1320.13,6142.12,285.71
Uttar Pradesh,2012,2443.8,3585.95,0.0,0.0,0.0,2298.39,2572.43,0.0,3230.16,1333.33,1114.12,885.9,1000.0,200.0,1841.89,0.0,0.0,0.0,769.23,0.0,1828.06,6152.88,197.48
Uttar Pradesh,2012,2835.75,3706.93,1000.0,0.0,1000.0,1348.86,2647.06,0.0,3251.13,1500.0,1125.71,882.05,0.0,190.48,1722.58,0.0,0.0,0.0,0.0,0.0,1709.45,4511.63,269.5
Uttar Pradesh,2012,2726.38,3825.01,1075.74,0.0,1075.74,2166.01,2562.68,0.0,3255.06,1800.39,1134.06,1206.4,1000.0,186.11,1889.48,0.0,0.0,0.0,800.0,0.0,1812.45,4509.78,270.17
Uttar Pradesh,2012,2669.52,3630.04,1078.44,0.0,1078.44,2299.61,2672.67,0.0,3251.24,1804.47,1126.49,1132.6,994.27,189.41,1663.22,0.0,0.0,0.0,791.94,0.0,1442.48,4510.12,0.0
Uttar Pradesh,2012,2690.35,3654.3,1000.0,0.0,1000.0,2831.47,2764.89,0.0,3267.35,1106.67,1235.29,1009.9,1000.0,187.5,1932.42,0.0,0.0,0.0,760.0,0.0,1798.76,5871.23,0.0
Uttar Pradesh,2012,2282.95,3323.92,1166.67,0.0,1166.67,1434.89,2060.61,0.0,2666.67,1000.0,1000.0,861.48,1454.55,107.69,880.29,0.0,0.0,0.0,777.78,1333.33,780.84,6265.02,0.0
Uttar Pradesh,2012,1889.91,2482.79,999.25,0.0,999.25,1726.45,1914.79,0.0,2639.69,1000.0,961.48,939.21,1455.88,193.61,1474.13,0.0,0.0,0.0,0.0,0.0,1389.05,5841.58,0.0
Uttar Pradesh,2012,2291.01,3152.06,521.32,0.0,521.32,1184.8,1115.82,0.0,2662.68,1216.45,832.11,878.05,0.0,179.99,1414.02,0.0,0.0,0.0,0.0,0.0,1343.05,6341.8,0.0
Uttar Pradesh,2012,2771.02,3611.07,1052.63,0.0,1052.63,958.1,1893.26,0.0,2636.36,1125.0,1000.0,884.19,764.02,106.59,964.22,0.0,0.0,0.0,0.0,1500.0,684.04,6139.51,0.0
Uttar Pradesh,2012,2524.17,3193.0,0.0,0.0,0.0,0.0,1950.0,0.0,1000.0,0.0,928.57,1164.79,1458.33,130.43,1103.83,0.0,0.0,0.0,0.0,1437.5,1029.3,6566.09,0.0
Uttar Pradesh,2012,2273.01,3471.92,500.0,0.0,500.0,444.82,1411.76,0.0,0.0,0.0,1000.0,776.24,1000.0,250.0,1125.0,0.0,0.0,0.0,2000.0,1400.0,1122.49,5879.92,0.0
Uttar Pradesh,2012,2746.28,4129.86,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,1000.0,1000.0,875.0,946.67,333.33,1375.0,0.0,0.0,0.0,0.0,0.0,1252.71,5847.13,0.0
Uttar Pradesh,2012,2909.4,3720.87,1372.55,0.0,1372.55,1825.23,2390.6,0.0,3119.62,1364.71,1161.72,989.26,993.79,200.0,1319.16,0.0,0.0,0.0,771.43,0.0,1030.59,6261.13,0.0
Uttar Pradesh,2012,3045.08,3763.61,1379.63,0.0,1379.63,2391.13,2529.68,0.0,3124.84,1397.52,1395.64,751.72,1000.0,198.98,1627.4,0.0,0.0,0.0,0.0,0.0,1535.05,6114.29,0.0
Uttar Pradesh,2012,2711.85,3588.39,1491.94,0.0,1491.94,2334.42,1669.38,0.0,3123.82,1328.76,1818.43,916.8,1000.0,200.0,1375.0,0.0,0.0,500.0,772.73,1333.33,1245.4,5773.62,0.0
Uttar Pradesh,2012,2456.19,3284.45,1583.6,0.0,1583.6,1281.83,1289.47,0.0,2757.92,1248.5,973.38,782.82,1071.43,198.23,1025.61,0.0,0.0,636.36,0.0,0.0,702.29,6110.78,0.0
Uttar Pradesh,2012,2704.84,2597.18,1438.37,0.0,1438.37,983.57,1375.0,0.0,2755.15,1059.19,1185.46,948.65,1000.0,201.97,1007.3,0.0,0.0,598.13,1000.0,0.0,659.4,6106.76,0.0
Uttar Pradesh,2012,1876.76,2731.24,1878.05,0.0,1878.05,2000.0,1296.23,0.0,2167.13,1218.91,416.67,1027.62,1029.52,212.77,783.63,0.0,0.0,603.05,0.0,1413.49,478.98,3666.67,0.0
Uttar Pradesh,2012,1098.04,3211.7,1897.79,0.0,1897.79,1784.9,1500.0,0.0,2163.42,1375.83,1388.8,1538.67,1000.0,144.08,884.54,0.0,0.0,594.59,0.0,1250.0,326.82,3720.0,0.0
Uttar Pradesh,2012,1812.5,2512.46,1261.15,0.0,1261.15,1687.5,2000.0,0.0,2700.39,918.75,931.86,669.67,580.42,166.51,721.83,0.0,0.0,388.51,0.0,1407.89,333.33,3711.15,0.0
Uttar Pradesh,2012,1713.82,2276.49,1352.19,0.0,1352.19,1387.25,2000.0,0.0,2702.86,1063.3,956.8,730.28,924.24,184.87,550.98,0.0,0.0,387.39,1000.0,1500.0,293.22,3714.29,0.0
Uttar Pradesh,2012,2670.95,2986.74,1259.01,0.0,1259.01,1231.01,1625.67,0.0,1698.92,1139.78,1162.87,746.45,0.0,184.21,1170.94,0.0,0.0,606.06,0.0,0.0,737.45,5202.75,0.0
Uttar Pradesh,2012,2266.83,2448.51,1166.67,0.0,1166.67,1348.88,1003.02,0.0,1498.47,1176.8,1074.06,926.96,1838.19,212.58,520.0,0.0,0.0,496.62,0.0,0.0,574.3,5417.18,0.0
Uttar Pradesh,2012,2336.91,3113.04,1361.37,0.0,1361.37,1414.55,1767.91,0.0,1745.76,1150.1,1061.84,744.92,0.0,185.19,1250.0,0.0,0.0,0.0,1000.0,0.0,626.37,5584.55,0.0
Uttar Pradesh,2012,2336.91,2873.49,1819.38,0.0,1819.38,1514.55,1769.23,0.0,1792.43,1148.84,1138.99,1085.15,0.0,200.0,1266.67,0.0,0.0,0.0,1000.0,0.0,1160.0,4613.37,0.0
Uttar Pradesh,2012,2177.94,3377.7,1434.52,0.0,1434.52,1922.33,1958.21,0.0,2606.23,1662.21,1122.52,1348.61,1000.0,0.0,1261.36,0.0,0.0,0.0,750.0,0.0,1177.42,4802.39,0.0
Uttar Pradesh,2012,2372.38,3201.79,0.0,0.0,0.0,1000.0,1434.08,0.0,2754.1,941.18,719.03,822.21,1492.99,185.19,664.85,0.0,0.0,437.5,1000.0,0.0,1069.21,6125.7,0.0
Uttar Pradesh,2012,2353.06,3021.58,1250.0,0.0,1250.0,2071.43,2325.3,0.0,2716.98,900.0,680.0,847.83,1584.82,200.0,762.38,0.0,0.0,0.0,0.0,0.0,883.53,5710.46,0.0
Uttar Pradesh,2012,2457.49,3204.02,0.0,0.0,0.0,2000.0,1853.91,0.0,2454.55,1105.69,851.42,1253.89,994.74,178.57,1260.81,0.0,0.0,453.33,750.0,0.0,1080.11,6034.63,0.0
Uttar Pradesh,2012,2147.61,3051.76,1500.0,0.0,1500.0,1875.0,1792.07,0.0,2609.43,1663.22,1095.52,1428.89,984.13,222.22,1262.95,0.0,0.0,0.0,750.0,0.0,1177.91,5531.23,0.0
Uttar Pradesh,2012,2049.86,2871.93,1215.86,0.0,1215.86,864.2,1493.06,0.0,1928.57,1180.85,812.5,473.94,666.67,177.78,1028.9,0.0,0.0,0.0,0.0,0.0,851.35,6230.77,0.0
Uttar Pradesh,2012,1962.05,2857.02,1391.18,0.0,1391.18,864.2,1186.19,0.0,2024.39,1185.67,818.93,537.82,600.0,92.37,1064.67,0.0,0.0,333.33,833.33,0.0,602.03,6148.94,0.0
Uttar Pradesh,2012,2493.24,2902.44,979.75,0.0,979.75,857.07,1200.15,0.0,2212.95,1133.48,814.1,546.85,638.06,180.66,981.14,0.0,0.0,500.0,705.42,0.0,753.29,5380.4,0.0
Uttar Pradesh,2012,2394.99,3181.96,1405.71,0.0,1405.71,849.25,962.21,0.0,2014.08,1160.0,1130.81,705.38,804.6,243.35,885.99,0.0,0.0,0.0,0.0,0.0,720.18,6316.38,0.0
Uttar Pradesh,2012,2453.92,3178.44,1213.59,0.0,1213.59,1203.47,1915.36,0.0,2023.39,1175.68,810.98,683.55,1043.18,204.98,943.34,0.0,0.0,1000.0,769.23,0.0,621.07,6168.29,0.0
Uttar Pradesh,2012,2563.0,3481.95,1176.47,0.0,1176.47,849.06,1118.4,0.0,2010.87,1200.0,809.09,777.59,756.66,235.13,841.96,0.0,0.0,0.0,0.0,0.0,777.35,6027.66,0.0
Uttar Pradesh,2012,2658.1,3158.21,1057.61,0.0,1057.61,1000.0,1395.72,0.0,2647.06,909.09,1039.35,777.16,0.0,200.0,740.28,0.0,0.0,500.0,1000.0,0.0,736.65,6331.55,0.0
Uttar Pradesh,2012,2339.7,2842.26,0.0,0.0,0.0,0.0,1173.67,0.0,2674.7,1110.17,593.3,904.08,1000.0,176.47,864.53,0.0,0.0,500.0,0.0,0.0,856.03,5563.98,0.0
Uttar Pradesh,2012,2339.18,2800.57,1266.67,0.0,1266.67,2000.0,1231.36,0.0,2644.44,1111.11,563.2,884.47,988.24,188.24,725.91,0.0,0.0,500.0,500.0,1600.0,725.54,5424.03,0.0
Uttar Pradesh,2012,2554.09,3092.88,881.95,0.0,881.95,843.58,1413.21,0.0,2668.8,712.21,860.27,726.12,1000.0,178.3,739.21,0.0,0.0,500.0,694.86,0.0,671.14,6087.19,0.0
Uttar Pradesh,2012,2430.07,2815.93,1376.12,0.0,1376.12,768.95,1151.9,0.0,2760.33,899.2,1156.25,760.61,0.0,200.0,1005.32,0.0,0.0,0.0,0.0,0.0,798.42,6105.77,0.0
Uttar Pradesh,2012,3057.02,3716.03,1057.32,0.0,1057.32,653.85,776.65,0.0,2777.78,912.5,1039.22,689.3,1000.0,208.33,735.22,0.0,0.0,0.0,0.0,0.0,733.94,6028.72,0.0
Uttar Pradesh,2013,2365.62,3246.28,0.0,0.0,0.0,0.0,1239.07,0.0,2875.0,0.0,0.0,700.66,1058.21,200.0,844.44,0.0,0.0,0.0,0.0,0.0,993.78,5994.39,0.0
Uttar Pradesh,2013,2532.1,3723.01,0.0,0.0,0.0,0.0,1200.0,0.0,2828.57,500.0,909.09,543.62,0.0,0.0,908.3,0.0,0.0,0.0,0.0,0.0,903.61,7395.91,250.0
Uttar Pradesh,2013,2769.01,4360.94,1000.0,0.0,1000.0,1345.62,2394.85,0.0,3591.61,1000.0,911.3,613.77,0.0,0.0,1492.11,0.0,0.0,428.57,0.0,0.0,1479.77,7204.89,200.0
Uttar Pradesh,2013,2640.75,4146.14,789.47,0.0,789.47,2015.07,2391.89,0.0,3595.72,777.78,783.52,551.37,0.0,0.0,1492.23,0.0,0.0,428.57,0.0,0.0,1487.5,6565.13,250.0
Uttar Pradesh,2013,2264.83,3678.51,1000.0,0.0,1000.0,2676.08,2899.73,0.0,3370.03,500.0,1253.82,1501.63,857.14,142.86,1368.7,0.0,0.0,500.0,0.0,0.0,1362.18,6091.74,170.89
Uttar Pradesh,2013,2404.18,3486.06,1000.0,0.0,1000.0,1539.97,2600.0,0.0,3387.6,1500.0,1263.74,600.0,0.0,119.05,1518.58,0.0,0.0,0.0,0.0,0.0,1504.91,4762.71,270.49
Uttar Pradesh,2013,2660.53,3686.93,897.4,0.0,897.4,2395.94,3144.66,0.0,3383.58,1888.23,1268.73,941.65,1695.65,109.39,1435.2,0.0,0.0,0.0,0.0,0.0,1386.83,4731.83,262.65
Uttar Pradesh,2013,2659.47,3735.8,880.94,0.0,880.94,2341.59,2685.3,0.0,3385.79,1884.03,1263.51,1392.18,1724.24,107.56,1540.56,0.0,0.0,0.0,0.0,0.0,1461.22,4804.93,0.0
Uttar Pradesh,2013,2284.69,3576.91,1000.0,0.0,1000.0,3049.67,2923.25,0.0,3360.63,419.35,1385.64,1403.02,885.25,148.76,1609.69,0.0,0.0,0.0,0.0,0.0,1516.46,6201.55,0.0
Uttar Pradesh,2013,2249.94,3150.96,900.0,0.0,900.0,1243.97,2043.48,0.0,2600.0,500.0,1000.0,902.47,1133.33,147.48,759.7,0.0,0.0,0.0,0.0,0.0,670.05,6155.83,0.0
Uttar Pradesh,2013,2218.83,3622.91,846.31,0.0,846.31,1784.04,2124.43,0.0,2878.62,428.57,889.84,875.09,1182.39,162.27,1292.11,0.0,0.0,0.0,0.0,0.0,1245.78,6136.68,0.0
Uttar Pradesh,2013,2187.98,3333.88,500.0,0.0,500.0,1327.75,1501.8,0.0,2831.19,333.33,896.43,874.32,1000.0,137.78,1277.05,0.0,0.0,0.0,0.0,0.0,1234.86,6676.32,0.0
Uttar Pradesh,2013,2683.91,3662.0,896.55,0.0,896.55,1253.13,1106.92,0.0,2833.33,400.0,876.71,801.15,1473.35,87.14,774.58,0.0,0.0,0.0,0.0,500.0,705.4,6090.43,0.0
Uttar Pradesh,2013,2797.0,3660.98,0.0,0.0,0.0,0.0,2035.71,0.0,0.0,0.0,1000.0,1241.53,1428.57,104.65,882.66,0.0,0.0,0.0,0.0,577.78,818.5,5925.11,0.0
Uttar Pradesh,2013,2241.0,3449.96,533.33,0.0,533.33,600.0,3050.0,0.0,0.0,0.0,1000.0,902.42,1000.0,250.0,1131.43,0.0,0.0,0.0,0.0,600.0,1105.69,6238.89,0.0
Uttar Pradesh,2013,2329.05,3303.87,0.0,0.0,0.0,0.0,2250.0,0.0,0.0,0.0,1000.0,1009.26,1070.59,0.0,1273.31,0.0,0.0,0.0,0.0,0.0,1240.14,5993.19,0.0
Uttar Pradesh,2013,2832.23,3658.49,1393.94,0.0,1393.94,1415.49,2271.12,0.0,2815.29,609.2,1022.99,1043.75,891.77,35.42,1217.85,0.0,0.0,0.0,0.0,0.0,974.75,6170.85,0.0
Uttar Pradesh,2013,3090.75,3775.6,1394.23,0.0,1394.23,2394.79,2645.32,0.0,2815.64,730.47,1024.44,692.31,913.04,38.22,1190.61,0.0,0.0,0.0,0.0,0.0,1132.72,5935.71,0.0
Uttar Pradesh,2013,2642.14,3702.63,1407.82,0.0,1407.82,2435.98,1901.87,0.0,2900.66,628.4,1757.23,775.17,900.0,34.76,1054.35,0.0,0.0,357.14,0.0,600.0,932.62,5640.22,0.0
Uttar Pradesh,2013,2605.02,3415.88,1407.91,0.0,1407.91,958.33,1200.0,0.0,3346.04,434.88,895.94,620.73,884.62,170.7,712.01,0.0,0.0,357.14,0.0,0.0,527.77,6820.65,0.0
Uttar Pradesh,2013,2535.03,2434.8,960.09,0.0,960.09,781.44,1674.7,0.0,3350.85,591.32,674.25,689.7,1000.0,171.72,814.33,0.0,0.0,348.31,0.0,0.0,531.88,6837.96,0.0
Uttar Pradesh,2013,1807.44,1832.3,637.58,0.0,637.58,0.0,619.67,0.0,2198.78,329.82,819.05,481.75,700.72,164.49,346.53,0.0,0.0,732.56,0.0,575.91,387.4,3925.93,0.0
Uttar Pradesh,2013,1788.46,2979.53,1261.26,0.0,1261.26,671.14,3347.83,0.0,2790.8,744.51,824.32,1285.4,666.67,52.04,500.64,0.0,0.0,722.22,0.0,750.0,195.75,4012.42,0.0
Uttar Pradesh,2013,1846.15,2297.63,1019.36,0.0,1019.36,1722.22,3532.05,0.0,2976.43,403.77,1057.38,474.72,722.46,156.35,408.11,0.0,0.0,304.39,0.0,579.27,254.84,4465.09,0.0
Uttar Pradesh,2013,1805.59,1913.89,1068.15,0.0,1068.15,1402.17,3230.77,0.0,2975.04,245.19,726.27,243.7,727.27,148.89,292.96,0.0,0.0,280.58,0.0,593.75,217.36,4471.26,0.0
